epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,489622777.780919,16993.103516,22125.996094,16993.103516,22125.996094,0.000000,9.300,2025-11-20T16:07:39+00:00,,
1,val,482238723.121951,16797.277344,21953.705078,16797.277344,21953.705078,0.000000,,2025-11-20T16:07:39+00:00,482238723.121951,16797.277344
2,train,484876707.618375,16878.148438,22019.644531,16878.148438,22019.644531,0.000000,9.116,2025-11-20T16:07:48+00:00,,
2,val,477616877.268293,16683.810547,21848.224609,16683.810547,21848.224609,0.000000,,2025-11-20T16:07:48+00:00,477616877.268293,16683.810547
3,train,479872712.480565,16765.111328,21914.156250,16765.111328,21914.156250,0.000000,8.860,2025-11-20T16:07:57+00:00,,
3,val,473038859.707317,16572.140625,21743.240234,16572.140625,21743.240234,0.000000,,2025-11-20T16:07:57+00:00,473038859.707317,16572.140625
4,train,475507894.275618,16653.683594,21809.136719,16653.683594,21809.136719,0.000000,8.909,2025-11-20T16:08:06+00:00,,
4,val,468501410.341463,16461.916016,21638.685547,16461.916016,21638.685547,0.000000,,2025-11-20T16:08:06+00:00,468501410.341463,16461.916016
5,train,471139980.664311,16543.580078,21704.458984,16543.580078,21704.458984,0.000000,8.858,2025-11-20T16:08:15+00:00,,
5,val,464003451.317073,16352.752930,21534.537109,16352.752930,21534.537109,0.000000,,2025-11-20T16:08:15+00:00,464003451.317073,16352.752930
6,train,466665046.614841,16434.408203,21600.156250,16434.408203,21600.156250,0.000000,8.840,2025-11-20T16:08:23+00:00,,
6,val,459544515.902439,16244.253906,21430.794922,16244.253906,21430.794922,0.000000,,2025-11-20T16:08:23+00:00,459544515.902439,16244.253906
7,train,461897195.759717,16325.666016,21496.253906,16325.666016,21496.253906,0.000000,8.830,2025-11-20T16:08:32+00:00,,
7,val,455124323.121951,16136.291016,21327.457031,16136.291016,21327.457031,0.000000,,2025-11-20T16:08:32+00:00,455124323.121951,16136.291016
8,train,457644733.173145,16217.730469,21392.882812,16217.730469,21392.882812,0.000000,8.854,2025-11-20T16:08:41+00:00,,
8,val,450742710.634146,16029.287109,21224.525391,16029.287109,21224.525391,0.000000,,2025-11-20T16:08:41+00:00,450742710.634146,16029.287109
9,train,453126756.409894,16110.485352,21289.843750,16110.485352,21289.843750,0.000000,8.880,2025-11-20T16:08:50+00:00,,
9,val,446399567.609756,15922.707031,21122.001953,15922.707031,21122.001953,0.000000,,2025-11-20T16:08:50+00:00,446399567.609756,15922.707031
10,train,448558366.756184,16003.438477,21187.072266,16003.438477,21187.072266,0.000000,8.924,2025-11-20T16:08:59+00:00,,
10,val,442094818.341463,15816.557617,21019.890625,15816.557617,21019.890625,0.000000,,2025-11-20T16:08:59+00:00,442094818.341463,15816.557617
11,train,444329588.014134,15897.136719,21084.849609,15897.136719,21084.849609,0.000000,8.850,2025-11-20T16:09:08+00:00,,
11,val,437828318.439024,15710.851562,20918.197266,15710.851562,20918.197266,0.000000,,2025-11-20T16:09:08+00:00,437828318.439024,15710.851562
12,train,440362802.204947,15791.332031,20982.992188,15791.332031,20982.992188,0.000000,8.978,2025-11-20T16:09:17+00:00,,
12,val,433600093.658537,15606.164062,20816.923828,15606.164062,20816.923828,0.000000,,2025-11-20T16:09:17+00:00,433600093.658537,15606.164062
13,train,436059885.455830,15686.113281,20881.621094,15686.113281,20881.621094,0.000000,8.926,2025-11-20T16:09:26+00:00,,
13,val,429410044.878049,15501.832031,20716.078125,15501.832031,20716.078125,0.000000,,2025-11-20T16:09:26+00:00,429410044.878049,15501.832031
14,train,431770960.848057,15581.413086,20780.712891,15581.413086,20780.712891,0.000000,8.859,2025-11-20T16:09:35+00:00,,
14,val,425258181.463415,15398.048828,20615.666016,15398.048828,20615.666016,0.000000,,2025-11-20T16:09:35+00:00,425258181.463415,15398.048828
15,train,427761075.109541,15477.523438,20680.294922,15477.523438,20680.294922,0.000000,8.837,2025-11-20T16:09:43+00:00,,
15,val,421144423.024390,15295.372070,20515.689453,15295.372070,20515.689453,0.000000,,2025-11-20T16:09:43+00:00,421144423.024390,15295.372070
16,train,423401018.233216,15374.223633,20579.966797,15374.223633,20579.966797,0.000000,8.876,2025-11-20T16:09:52+00:00,,
16,val,417068817.170732,15193.414062,20416.158203,15193.414062,20416.158203,0.000000,,2025-11-20T16:09:52+00:00,417068817.170732,15193.414062
17,train,419405147.137809,15271.799805,20480.371094,15271.799805,20480.371094,0.000000,8.933,2025-11-20T16:10:01+00:00,,
17,val,413031306.926829,15091.990234,20317.078125,15091.990234,20317.078125,0.000000,,2025-11-20T16:10:01+00:00,413031306.926829,15091.990234
18,train,415208186.572438,15169.345703,20380.906250,15169.345703,20380.906250,0.000000,8.929,2025-11-20T16:10:10+00:00,,
18,val,409031859.512195,14990.947266,20218.451172,14990.947266,20218.451172,0.000000,,2025-11-20T16:10:10+00:00,409031859.512195,14990.947266
19,train,411472998.445230,15068.480469,20282.324219,15068.480469,20282.324219,0.000000,8.962,2025-11-20T16:10:19+00:00,,
19,val,405070497.560976,14891.759766,20120.291016,14891.759766,20120.291016,0.000000,,2025-11-20T16:10:19+00:00,405070497.560976,14891.759766
20,train,407691519.773852,14968.687500,20184.099609,14968.687500,20184.099609,0.000000,8.919,2025-11-20T16:10:28+00:00,,
20,val,401147202.341463,14793.084961,20022.597656,14793.084961,20022.597656,0.000000,,2025-11-20T16:10:28+00:00,401147202.341463,14793.084961
21,train,403242762.628975,14869.611328,20086.238281,14869.611328,20086.238281,0.000000,8.914,2025-11-20T16:10:37+00:00,,
21,val,397261964.487805,14695.097656,19925.380859,14695.097656,19925.380859,0.000000,,2025-11-20T16:10:37+00:00,397261964.487805,14695.097656
22,train,399488696.310954,14771.523438,19989.083984,14771.523438,19989.083984,0.000000,8.951,2025-11-20T16:10:46+00:00,,
22,val,393414779.317073,14598.594727,19828.646484,14598.594727,19828.646484,0.000000,,2025-11-20T16:10:46+00:00,393414779.317073,14598.594727
23,train,395693917.060071,14674.672852,19891.919922,14674.672852,19891.919922,0.000000,8.905,2025-11-20T16:10:55+00:00,,
23,val,389605646.048781,14503.562500,19732.402344,14503.562500,19732.402344,0.000000,,2025-11-20T16:10:55+00:00,389605646.048781,14503.562500
24,train,391952892.494700,14579.528320,19795.707031,14579.528320,19795.707031,0.000000,8.882,2025-11-20T16:11:04+00:00,,
24,val,385834556.097561,14409.182617,19636.656250,14409.182617,19636.656250,0.000000,,2025-11-20T16:11:04+00:00,385834556.097561,14409.182617
25,train,387702841.780919,14484.384766,19699.664062,14484.384766,19699.664062,0.000000,8.892,2025-11-20T16:11:13+00:00,,
25,val,382101500.097561,14315.364258,19541.412109,14315.364258,19541.412109,0.000000,,2025-11-20T16:11:13+00:00,382101500.097561,14315.364258
26,train,384033725.173145,14390.831055,19604.175781,14390.831055,19604.175781,0.000000,8.867,2025-11-20T16:11:21+00:00,,
26,val,378406517.073171,14223.360352,19446.683594,14223.360352,19446.683594,0.000000,,2025-11-20T16:11:21+00:00,378406517.073171,14223.360352
27,train,380714502.445230,14298.761719,19509.132812,14298.761719,19509.132812,0.000000,8.957,2025-11-20T16:11:30+00:00,,
27,val,374749529.756098,14132.559570,19352.470703,14132.559570,19352.470703,0.000000,,2025-11-20T16:11:30+00:00,374749529.756098,14132.559570
