epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,7685.538560,7694.113770,12551.069336,7694.113770,12551.069336,0.000000,5.077,2025-11-22T20:05:03+00:00,,
1,val,3790.782215,3791.399414,6622.883301,3791.399414,6622.883301,0.000000,,2025-11-22T20:05:03+00:00,3790.782215,3791.399414
2,train,3842.649585,3843.589600,6703.879883,3843.589600,6703.879883,0.000000,4.598,2025-11-22T20:05:08+00:00,,
2,val,3547.027280,3547.767578,6363.491699,3547.767578,6363.491699,0.000000,,2025-11-22T20:05:08+00:00,3547.027280,3547.767578
3,train,3637.084834,3638.526367,6460.422363,3638.526367,6460.422363,0.000000,4.599,2025-11-22T20:05:12+00:00,,
3,val,3384.766718,3385.438965,6147.511230,3385.438965,6147.511230,0.000000,,2025-11-22T20:05:12+00:00,3384.766718,3385.438965
4,train,3482.033066,3483.351562,6248.326660,3483.351562,6248.326660,0.000000,4.691,2025-11-22T20:05:17+00:00,,
4,val,3227.868814,3228.441650,5965.004883,3228.441650,5965.004883,0.000000,,2025-11-22T20:05:17+00:00,3227.868814,3228.441650
5,train,3356.652365,3358.225586,6060.030762,3358.225586,6060.030762,0.000000,4.596,2025-11-22T20:05:22+00:00,,
5,val,3141.485663,3142.125488,5847.407715,3142.125488,5847.407715,0.000000,,2025-11-22T20:05:22+00:00,3141.485663,3142.125488
6,train,3233.250495,3234.308594,5859.848633,3234.308594,5859.848633,0.000000,4.599,2025-11-22T20:05:26+00:00,,
6,val,3011.969287,3012.831787,5631.417480,3012.831787,5631.417480,0.000000,,2025-11-22T20:05:26+00:00,3011.969287,3012.831787
7,train,3129.109214,3129.284424,5668.206543,3129.284424,5668.206543,0.000000,4.697,2025-11-22T20:05:31+00:00,,
7,val,2926.124557,2927.081543,5476.733887,2927.081543,5476.733887,0.000000,,2025-11-22T20:05:31+00:00,2926.124557,2927.081543
8,train,3028.932530,3029.424072,5491.148438,3029.424072,5491.148438,0.000000,4.677,2025-11-22T20:05:36+00:00,,
8,val,2857.566102,2858.487549,5363.840332,2858.487549,5363.840332,0.000000,,2025-11-22T20:05:36+00:00,2857.566102,2858.487549
