epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,7115.168207,7118.937012,11752.503906,7118.937012,11752.503906,0.000000,9.885,2025-11-20T17:50:21+00:00,,
1,val,5002.176239,4998.780273,8930.727539,4998.780273,8930.727539,0.000000,,2025-11-20T17:50:21+00:00,5002.176239,4998.780273
2,train,5038.814930,5039.825195,8889.531250,5039.825195,8889.531250,0.000000,9.382,2025-11-20T17:50:30+00:00,,
2,val,4677.491814,4673.504883,8524.614258,4673.504883,8524.614258,0.000000,,2025-11-20T17:50:30+00:00,4677.491814,4673.504883
3,train,4741.290374,4741.188965,8434.695312,4741.188965,8434.695312,0.000000,9.598,2025-11-20T17:50:39+00:00,,
3,val,4397.259003,4392.912109,8037.246582,4392.912109,8037.246582,0.000000,,2025-11-20T17:50:39+00:00,4397.259003,4392.912109
4,train,4466.711137,4466.617188,7973.207031,4466.617188,7973.207031,0.000000,9.550,2025-11-20T17:50:49+00:00,,
4,val,4156.291212,4151.658691,7688.423340,4151.658691,7688.423340,0.000000,,2025-11-20T17:50:49+00:00,4156.291212,4151.658691
5,train,4249.999148,4247.042969,7619.220215,4247.042969,7619.220215,0.000000,9.700,2025-11-20T17:50:59+00:00,,
5,val,3981.705651,3977.468994,7477.109863,3977.468994,7477.109863,0.000000,,2025-11-20T17:50:59+00:00,3981.705651,3977.468994
6,train,4085.313483,4082.661377,7366.185547,4082.661377,7366.185547,0.000000,9.785,2025-11-20T17:51:09+00:00,,
6,val,3857.801267,3854.045898,7276.723633,3854.045898,7276.723633,0.000000,,2025-11-20T17:51:09+00:00,3857.801267,3854.045898
7,train,3949.274400,3949.490723,7171.177734,3949.490723,7171.177734,0.000000,9.634,2025-11-20T17:51:18+00:00,,
7,val,3773.352744,3769.380859,7081.153809,3769.380859,7081.153809,0.000000,,2025-11-20T17:51:18+00:00,3773.352744,3769.380859
8,train,3845.465407,3844.267578,7009.454102,3844.267578,7009.454102,0.000000,9.813,2025-11-20T17:51:28+00:00,,
8,val,3680.220766,3676.781982,6977.651855,3676.781982,6977.651855,0.000000,,2025-11-20T17:51:28+00:00,3680.220766,3676.781982
9,train,3758.993406,3757.323242,6883.861328,3757.323242,6883.861328,0.000000,9.787,2025-11-20T17:51:38+00:00,,
9,val,3615.613366,3612.260742,6943.146484,3612.260742,6943.146484,0.000000,,2025-11-20T17:51:38+00:00,3615.613366,3612.260742
10,train,3675.889409,3676.030518,6755.487305,3676.030518,6755.487305,0.000000,9.862,2025-11-20T17:51:48+00:00,,
10,val,3555.597141,3552.250732,6881.128418,3552.250732,6881.128418,0.000000,,2025-11-20T17:51:48+00:00,3555.597141,3552.250732
11,train,3621.014192,3620.960449,6672.118164,3620.960449,6672.118164,0.000000,9.731,2025-11-20T17:51:57+00:00,,
11,val,3580.114710,3577.301758,6865.588379,3577.301758,6865.588379,0.000000,,2025-11-20T17:51:57+00:00,3580.114710,3577.301758
12,train,3548.832597,3549.871826,6558.020020,3549.871826,6558.020020,0.000000,9.811,2025-11-20T17:52:07+00:00,,
12,val,3523.438199,3521.004639,6705.800293,3521.004639,6705.800293,0.000000,,2025-11-20T17:52:07+00:00,3523.438199,3521.004639
13,train,3503.293639,3503.131104,6476.159668,3503.131104,6476.159668,0.000000,9.784,2025-11-20T17:52:17+00:00,,
13,val,3571.352771,3568.632080,6665.215332,3568.632080,6665.215332,0.000000,,2025-11-20T17:52:17+00:00,3571.352771,3568.632080
14,train,3438.188165,3438.647705,6365.796387,3438.647705,6365.796387,0.000000,9.746,2025-11-20T17:52:27+00:00,,
14,val,3400.973964,3398.555908,6621.503418,3398.555908,6621.503418,0.000000,,2025-11-20T17:52:27+00:00,3400.973964,3398.555908
15,train,3366.329760,3366.409424,6256.797363,3366.409424,6256.797363,0.000000,9.806,2025-11-20T17:52:37+00:00,,
15,val,3480.490774,3477.990234,6570.541504,3477.990234,6570.541504,0.000000,,2025-11-20T17:52:37+00:00,3480.490774,3477.990234
16,train,3295.958678,3295.854736,6138.451660,3295.854736,6138.451660,0.000000,9.824,2025-11-20T17:52:46+00:00,,
16,val,3365.992272,3363.760010,6547.935059,3363.760010,6547.935059,0.000000,,2025-11-20T17:52:46+00:00,3365.992272,3363.760010
17,train,3205.325770,3204.883057,6011.574707,3204.883057,6011.574707,0.000000,9.796,2025-11-20T17:52:56+00:00,,
17,val,3248.070177,3246.336182,6432.475098,3246.336182,6432.475098,0.000000,,2025-11-20T17:52:56+00:00,3248.070177,3246.336182
18,train,3129.474777,3129.600342,5908.845703,3129.600342,5908.845703,0.000000,9.808,2025-11-20T17:53:06+00:00,,
18,val,3210.307448,3207.793457,6374.856934,3207.793457,6374.856934,0.000000,,2025-11-20T17:53:06+00:00,3210.307448,3207.793457
19,train,3061.568286,3061.216309,5802.637695,3061.216309,5802.637695,0.000000,9.824,2025-11-20T17:53:16+00:00,,
19,val,3153.055143,3151.382324,6346.495605,3151.382324,6346.495605,0.000000,,2025-11-20T17:53:16+00:00,3153.055143,3151.382324
20,train,2985.153890,2984.594482,5697.279785,2984.594482,5697.279785,0.000000,9.856,2025-11-20T17:53:26+00:00,,
20,val,3121.475016,3119.505859,6270.366211,3119.505859,6270.366211,0.000000,,2025-11-20T17:53:26+00:00,3121.475016,3119.505859
21,train,2927.319086,2927.138672,5612.538574,2927.138672,5612.538574,0.000000,9.818,2025-11-20T17:53:35+00:00,,
