epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,18643.428767,18643.824219,23207.726562,18643.824219,23207.726562,0.000000,8.294,2025-11-22T15:34:30+00:00,,
1,val,18489.288648,18504.343750,23119.199219,18504.343750,23119.199219,0.000000,,2025-11-22T15:34:30+00:00,18489.288648,18504.343750
2,train,18328.345152,18327.718750,22948.898438,18327.718750,22948.898438,0.000000,7.756,2025-11-22T15:34:37+00:00,,
2,val,18029.377900,18044.416016,22738.384766,18044.416016,22738.384766,0.000000,,2025-11-22T15:34:37+00:00,18029.377900,18044.416016
