epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,536751793.339207,18643.859375,23167.123047,18643.859375,23167.123047,0.000000,8.132,2025-11-22T14:32:40+00:00,,
1,val,528731822.545455,18510.791016,23007.466797,18510.791016,23007.466797,0.000000,,2025-11-22T14:32:40+00:00,528731822.545455,18510.791016
2,train,517966022.907489,18359.816406,22760.119141,18359.816406,22760.119141,0.000000,7.357,2025-11-22T14:32:47+00:00,,
2,val,500654456.242424,18067.332031,22388.115234,18067.332031,22388.115234,0.000000,,2025-11-22T14:32:47+00:00,500654456.242424,18067.332031
3,train,483649929.162996,17808.390625,21992.269531,17808.390625,21992.269531,0.000000,7.401,2025-11-22T14:32:54+00:00,,
3,val,461582927.515152,17425.048828,21497.050781,17425.048828,21497.050781,0.000000,,2025-11-22T14:32:54+00:00,461582927.515152,17425.048828
4,train,436574581.709251,17005.167969,20895.998047,17005.167969,20895.998047,0.000000,7.419,2025-11-22T14:33:02+00:00,,
4,val,411022689.939394,16542.976562,20285.330078,16542.976562,20285.330078,0.000000,,2025-11-22T14:33:02+00:00,411022689.939394,16542.976562
5,train,381192945.339207,15987.949219,19526.068359,15987.949219,19526.068359,0.000000,7.483,2025-11-22T14:33:09+00:00,,
5,val,355168433.454545,15445.633789,18856.419922,15445.633789,18856.419922,0.000000,,2025-11-22T14:33:09+00:00,355168433.454545,15445.633789
6,train,321788017.621145,14793.390625,17939.349609,14793.390625,17939.349609,0.000000,7.486,2025-11-22T14:33:17+00:00,,
6,val,296154093.575758,14201.786133,17218.125000,14201.786133,17218.125000,0.000000,,2025-11-22T14:33:17+00:00,296154093.575758,14201.786133
7,train,262104983.753304,13458.682617,16190.601562,13458.682617,16190.601562,0.000000,7.549,2025-11-22T14:33:24+00:00,,
7,val,233735097.696970,12686.165039,15295.098633,12686.165039,15295.098633,0.000000,,2025-11-22T14:33:24+00:00,233735097.696970,12686.165039
8,train,205743595.841410,12025.031250,14345.276367,12025.031250,14345.276367,0.000000,7.522,2025-11-22T14:33:32+00:00,,
8,val,176226016.969697,11095.768555,13282.311523,11095.768555,13282.311523,0.000000,,2025-11-22T14:33:32+00:00,176226016.969697,11095.768555
9,train,155610503.788546,10545.351562,12474.372070,10545.351562,12474.372070,0.000000,7.482,2025-11-22T14:33:39+00:00,,
9,val,145045008.000000,10086.219727,12045.717773,10086.219727,12045.717773,0.000000,,2025-11-22T14:33:39+00:00,145045008.000000,10086.219727
10,train,113129513.339207,9049.067383,10635.940430,9049.067383,10635.940430,0.000000,7.500,2025-11-22T14:33:47+00:00,,
