epoch,split,loss,mae,rmse,mae_orig,rmse_orig,nll,elapsed_sec,timestamp,val_loss,objective
1,train,7582.223845,7586.821777,12205.031250,7586.821777,12205.031250,0.000000,9.789,2025-11-20T18:05:57+00:00,,
1,val,5015.828885,5012.855957,8864.830078,5012.855957,8864.830078,0.000000,,2025-11-20T18:05:57+00:00,5015.828885,5012.855957
2,train,5092.734260,5093.613281,8703.752930,5093.613281,8703.752930,0.000000,9.600,2025-11-20T18:06:06+00:00,,
2,val,4593.970079,4589.940430,8246.430664,4589.940430,8246.430664,0.000000,,2025-11-20T18:06:06+00:00,4593.970079,4589.940430
3,train,4704.165969,4705.526855,8168.741211,4705.526855,8168.741211,0.000000,9.689,2025-11-20T18:06:16+00:00,,
3,val,4259.543279,4255.327637,7793.818359,4255.327637,7793.818359,0.000000,,2025-11-20T18:06:16+00:00,4259.543279,4255.327637
4,train,4384.649070,4386.075195,7710.707520,4386.075195,7710.707520,0.000000,9.415,2025-11-20T18:06:26+00:00,,
4,val,3947.193709,3943.263916,7375.028320,3943.263916,7375.028320,0.000000,,2025-11-20T18:06:26+00:00,3947.193709,3943.263916
5,train,4091.504089,4092.668701,7298.961914,4092.668701,7298.961914,0.000000,9.718,2025-11-20T18:06:35+00:00,,
5,val,3715.292095,3711.591064,7081.658691,3711.591064,7081.658691,0.000000,,2025-11-20T18:06:35+00:00,3715.292095,3711.591064
6,train,3841.516380,3842.265137,6955.709961,3842.265137,6955.709961,0.000000,9.481,2025-11-20T18:06:45+00:00,,
6,val,3514.603395,3511.373291,6845.326172,3511.373291,6845.326172,0.000000,,2025-11-20T18:06:45+00:00,3514.603395,3511.373291
7,train,3666.927509,3669.007080,6719.298340,3669.007080,6719.298340,0.000000,9.921,2025-11-20T18:06:55+00:00,,
7,val,3376.532947,3373.855957,6681.900391,3373.855957,6681.900391,0.000000,,2025-11-20T18:06:55+00:00,3376.532947,3373.855957
8,train,3515.578262,3516.379150,6499.021973,3516.379150,6499.021973,0.000000,9.464,2025-11-20T18:07:04+00:00,,
8,val,3314.879159,3312.176025,6534.057617,3312.176025,6534.057617,0.000000,,2025-11-20T18:07:04+00:00,3314.879159,3312.176025
9,train,3391.254624,3392.235352,6310.281250,3392.235352,6310.281250,0.000000,9.552,2025-11-20T18:07:14+00:00,,
9,val,3196.505193,3194.199707,6462.062012,3194.199707,6462.062012,0.000000,,2025-11-20T18:07:14+00:00,3196.505193,3194.199707
10,train,3285.436568,3285.409424,6139.961426,3285.409424,6139.961426,0.000000,9.515,2025-11-20T18:07:23+00:00,,
10,val,3117.413957,3115.181885,6362.875977,3115.181885,6362.875977,0.000000,,2025-11-20T18:07:23+00:00,3117.413957,3115.181885
11,train,3195.244239,3195.620850,5996.064453,3195.620850,5996.064453,0.000000,9.249,2025-11-20T18:07:32+00:00,,
11,val,3074.560924,3072.333984,6259.726074,3072.333984,6259.726074,0.000000,,2025-11-20T18:07:32+00:00,3074.560924,3072.333984
12,train,3125.644829,3126.737549,5882.080078,3126.737549,5882.080078,0.000000,9.397,2025-11-20T18:07:42+00:00,,
12,val,3007.744749,3005.617920,6215.436035,3005.617920,6215.436035,0.000000,,2025-11-20T18:07:42+00:00,3007.744749,3005.617920
13,train,3052.124547,3052.327881,5750.209961,3052.327881,5750.209961,0.000000,9.563,2025-11-20T18:07:51+00:00,,
13,val,3019.756091,3017.299561,6156.432617,3017.299561,6156.432617,0.000000,,2025-11-20T18:07:51+00:00,3019.756091,3017.299561
14,train,3001.560916,3002.385010,5664.660645,3002.385010,5664.660645,0.000000,9.492,2025-11-20T18:08:01+00:00,,
14,val,2927.839096,2926.339844,6130.696777,2926.339844,6130.696777,0.000000,,2025-11-20T18:08:01+00:00,2927.839096,2926.339844
15,train,2950.623078,2950.440918,5585.884766,2950.440918,5585.884766,0.000000,9.301,2025-11-20T18:08:10+00:00,,
15,val,2921.425531,2919.880859,6125.797852,2919.880859,6125.797852,0.000000,,2025-11-20T18:08:10+00:00,2921.425531,2919.880859
16,train,2897.075526,2897.983398,5484.742676,2897.983398,5484.742676,0.000000,9.457,2025-11-20T18:08:20+00:00,,
16,val,2940.246570,2938.384766,6061.895996,2938.384766,6061.895996,0.000000,,2025-11-20T18:08:20+00:00,2940.246570,2938.384766
17,train,2856.643600,2857.165039,5414.093750,2857.165039,5414.093750,0.000000,9.495,2025-11-20T18:08:29+00:00,,
17,val,2855.768338,2853.843262,6031.241211,2853.843262,6031.241211,0.000000,,2025-11-20T18:08:29+00:00,2855.768338,2853.843262
18,train,2820.232592,2821.245361,5346.910156,2821.245361,5346.910156,0.000000,9.493,2025-11-20T18:08:39+00:00,,
18,val,2830.886969,2828.835449,5992.166992,2828.835449,5992.166992,0.000000,,2025-11-20T18:08:39+00:00,2830.886969,2828.835449
19,train,2782.241247,2782.797363,5280.611816,2782.797363,5280.611816,0.000000,9.489,2025-11-20T18:08:48+00:00,,
19,val,2819.914328,2818.275391,5969.659180,2818.275391,5969.659180,0.000000,,2025-11-20T18:08:48+00:00,2819.914328,2818.275391
20,train,2761.844896,2762.741455,5250.352051,2762.741455,5250.352051,0.000000,9.508,2025-11-20T18:08:58+00:00,,
20,val,2824.805396,2823.114990,5959.148438,2823.114990,5959.148438,0.000000,,2025-11-20T18:08:58+00:00,2824.805396,2823.114990
21,train,2737.624396,2738.239990,5203.444824,2738.239990,5203.444824,0.000000,9.385,2025-11-20T18:09:07+00:00,,
21,val,2866.898965,2865.558350,5900.164551,2865.558350,5900.164551,0.000000,,2025-11-20T18:09:07+00:00,2866.898965,2865.558350
22,train,2700.002263,2700.144043,5130.723633,2700.144043,5130.723633,0.000000,9.477,2025-11-20T18:09:17+00:00,,
22,val,2782.083719,2780.411133,5903.429688,2780.411133,5903.429688,0.000000,,2025-11-20T18:09:17+00:00,2782.083719,2780.411133
23,train,2672.348231,2673.274414,5084.301758,2673.274414,5084.301758,0.000000,9.303,2025-11-20T18:09:26+00:00,,
23,val,2812.146099,2810.572021,5859.863770,2810.572021,5859.863770,0.000000,,2025-11-20T18:09:26+00:00,2812.146099,2810.572021
24,train,2652.204874,2653.044189,5050.609863,2653.044189,5050.609863,0.000000,9.291,2025-11-20T18:09:35+00:00,,
24,val,2758.428075,2756.758057,5909.585449,2756.758057,5909.585449,0.000000,,2025-11-20T18:09:35+00:00,2758.428075,2756.758057
25,train,2626.588888,2626.671387,5002.251465,2626.671387,5002.251465,0.000000,9.612,2025-11-20T18:09:45+00:00,,
25,val,2796.229067,2795.453125,5849.120117,2795.453125,5849.120117,0.000000,,2025-11-20T18:09:45+00:00,2796.229067,2795.453125
26,train,2601.677335,2602.079346,4954.057129,2602.079346,4954.057129,0.000000,9.381,2025-11-20T18:09:54+00:00,,
26,val,2775.219754,2774.207764,5912.306152,2774.207764,5912.306152,0.000000,,2025-11-20T18:09:54+00:00,2775.219754,2774.207764
27,train,2581.739013,2582.033203,4910.548828,2582.033203,4910.548828,0.000000,9.411,2025-11-20T18:10:04+00:00,,
27,val,2771.050863,2770.776367,5901.966797,2770.776367,5901.966797,0.000000,,2025-11-20T18:10:04+00:00,2771.050863,2770.776367
28,train,2561.502220,2561.604004,4868.743164,2561.604004,4868.743164,0.000000,9.317,2025-11-20T18:10:13+00:00,,
28,val,2786.976683,2785.528076,5847.153809,2785.528076,5847.153809,0.000000,,2025-11-20T18:10:13+00:00,2786.976683,2785.528076
29,train,2538.840606,2537.663574,4824.624512,2537.663574,4824.624512,0.000000,9.435,2025-11-20T18:10:22+00:00,,
29,val,2752.473485,2751.019287,5835.619141,2751.019287,5835.619141,0.000000,,2025-11-20T18:10:22+00:00,2752.473485,2751.019287
30,train,2511.634062,2512.310547,4790.355957,2512.310547,4790.355957,0.000000,9.492,2025-11-20T18:10:32+00:00,,
30,val,2708.327176,2707.550049,5817.552246,2707.550049,5817.552246,0.000000,,2025-11-20T18:10:32+00:00,2708.327176,2707.550049
31,train,2496.190946,2496.274414,4754.716797,2496.274414,4754.716797,0.000000,9.565,2025-11-20T18:10:41+00:00,,
31,val,2697.314242,2696.641602,5821.010742,2696.641602,5821.010742,0.000000,,2025-11-20T18:10:41+00:00,2697.314242,2696.641602
32,train,2468.521320,2468.101807,4709.561035,2468.101807,4709.561035,0.000000,9.607,2025-11-20T18:10:51+00:00,,
32,val,2795.779677,2794.655762,5793.645020,2794.655762,5793.645020,0.000000,,2025-11-20T18:10:51+00:00,2795.779677,2794.655762
33,train,2453.234693,2453.552002,4680.621094,2453.552002,4680.621094,0.000000,9.560,2025-11-20T18:11:01+00:00,,
33,val,2692.479221,2691.982666,5806.647461,2691.982666,5806.647461,0.000000,,2025-11-20T18:11:01+00:00,2692.479221,2691.982666
34,train,2432.991414,2433.773926,4654.115723,2433.773926,4654.115723,0.000000,9.411,2025-11-20T18:11:10+00:00,,
34,val,2738.164487,2737.432129,5825.165527,2737.432129,5825.165527,0.000000,,2025-11-20T18:11:10+00:00,2738.164487,2737.432129
35,train,2422.071535,2422.892334,4619.452148,2422.892334,4619.452148,0.000000,9.533,2025-11-20T18:11:19+00:00,,
35,val,2687.887096,2687.175293,5802.718262,2687.175293,5802.718262,0.000000,,2025-11-20T18:11:19+00:00,2687.887096,2687.175293
36,train,2402.530224,2402.433105,4590.538086,2402.433105,4590.538086,0.000000,9.459,2025-11-20T18:11:29+00:00,,
36,val,2671.784110,2671.062988,5750.065430,2671.062988,5750.065430,0.000000,,2025-11-20T18:11:29+00:00,2671.784110,2671.062988
37,train,2387.785528,2388.682617,4557.727539,2388.682617,4557.727539,0.000000,9.467,2025-11-20T18:11:38+00:00,,
37,val,2674.846354,2673.756104,5777.133789,2673.756104,5777.133789,0.000000,,2025-11-20T18:11:38+00:00,2674.846354,2673.756104
38,train,2374.414958,2375.098145,4530.287598,2375.098145,4530.287598,0.000000,9.514,2025-11-20T18:11:48+00:00,,
38,val,2677.751968,2677.655029,5751.048828,2677.655029,5751.048828,0.000000,,2025-11-20T18:11:48+00:00,2677.751968,2677.655029
39,train,2362.373568,2362.864014,4508.842773,2362.864014,4508.842773,0.000000,9.376,2025-11-20T18:11:57+00:00,,
39,val,2673.290615,2672.799561,5694.883301,2672.799561,5694.883301,0.000000,,2025-11-20T18:11:57+00:00,2673.290615,2672.799561
40,train,2345.094283,2345.287354,4469.513184,2345.287354,4469.513184,0.000000,9.486,2025-11-20T18:12:07+00:00,,
40,val,2646.323812,2645.826660,5765.158691,2645.826660,5765.158691,0.000000,,2025-11-20T18:12:07+00:00,2646.323812,2645.826660
41,train,2326.902544,2326.886230,4435.831055,2326.886230,4435.831055,0.000000,9.545,2025-11-20T18:12:16+00:00,,
